Data	Open	High	Low	Close	Candle
02/03/2022 11:45	33799,05	33849,72	33797,82	33815,77	28
02/03/2022 11:40	33869,58	33886,48	33798,02	33798,02	27
02/03/2022 11:35	33909,81	33913,62	33834,43	33870,62	26
02/03/2022 11:30	33853,21	33948,27	33853,21	33912,49	25
02/03/2022 11:25	33827,93	33900,95	33827,93	33854,72	24
02/03/2022 11:20	33841,6	33864,42	33799,11	33828,28	23
02/03/2022 11:15	33871,45	33887,12	33832,32	33841,73	22
02/03/2022 11:10	33839,71	33873,98	33823,03	33872,65	21
02/03/2022 11:05	33795,53	33860,19	33758,55	33841,15	20
02/03/2022 11:00	33707,88	33823,19	33652,62	33796,65	19
02/03/2022 10:55	33632,1	33719,27	33631,78	33709	18
02/03/2022 10:50	33729,44	33738,15	33621,57	33629,3	17
02/03/2022 10:45	33709,13	33742,08	33661,58	33729,03	16
02/03/2022 10:40	33722,26	33731,4	33688,04	33705,98	15
02/03/2022 10:35	33640,54	33747,68	33632,72	33718,64	14
02/03/2022 10:30	33642,53	33671,76	33569,53	33641,62	13
02/03/2022 10:25	33522,5	33687,14	33478,72	33639,55	12
02/03/2022 10:20	33523,18	33562,1	33510,26	33521,33	11
02/03/2022 10:15	33495,14	33524,4	33477,31	33523,98	10
02/03/2022 10:10	33510,59	33540,47	33489,47	33494,47	9
02/03/2022 10:05	33687,06	33687,06	33498,75	33509,92	8
02/03/2022 10:00	33584,2	33688,19	33584,2	33685,65	7
02/03/2022 09:55	33608,14	33628,41	33538,59	33594,34	6
02/03/2022 09:50	33604,14	33633,69	33593,82	33605,69	5
02/03/2022 09:45	33572,01	33636,06	33558,96	33604,48	4
02/03/2022 09:40	33474,54	33586,35	33470,91	33575,23	3
02/03/2022 09:35	33496,99	33513,38	33467,36	33472,3	2
02/03/2022 09:30	33379,51	33534,28	33379,51	33492,01	1
01/03/2022 16:00	33290,8	33294,95	33290,8	33294,95	79
01/03/2022 15:55	33256,64	33317,66	33220,33	33290,89	78
01/03/2022 15:50	33143,54	33266,3	33116,55	33258,74	77
01/03/2022 15:45	33223,62	33233,03	33141,72	33141,72	76
01/03/2022 15:40	33280,42	33314,5	33212,33	33222,6	75
01/03/2022 15:35	33290,47	33306,05	33265,27	33282,16	74
01/03/2022 15:30	33261,43	33296,35	33207,28	33292,01	73
01/03/2022 15:25	33311,1	33327,3	33260,56	33262,39	72
01/03/2022 15:20	33290,7	33317,12	33273,63	33311,77	71
01/03/2022 15:15	33363,11	33370,36	33285,32	33290,26	70
01/03/2022 15:10	33389,56	33394,78	33325,05	33362,11	69
01/03/2022 15:05	33376,07	33432	33376,07	33385,97	68
01/03/2022 15:00	33249,71	33370,61	33235,95	33370,61	67
01/03/2022 14:55	33252,25	33273,99	33232,08	33249,25	66
01/03/2022 14:50	33318,88	33318,88	33250,93	33252,25	65
01/03/2022 14:45	33360,03	33367,33	33301,44	33317,2	64
01/03/2022 14:40	33351,68	33366,49	33338,55	33360,67	63
01/03/2022 14:35	33283,46	33354,38	33280,06	33349,88	62
